Y;M;Vanguard500;US_Stocks;US_Mid_Cap;US_M_VALUE;US_M_GROWTH;US_Small_Cap;US_Small_V;US_Small_G;US_Large_Cap;US_Large_V;US_Large_G;US_Micro_Cap;Global_exUS_Stocks;Global_Bonds;LT_Treasury;IMT_Treasury;ST_Treasury;ST_Treasury_Old;ST_Treasury_3to6M;ST_Treasury_6to9M;LT_Corp_Bonds;TOT_US_Bonds;HY_Corp_Bonds;REIT;REIT2;MSCI_EUR;MSCI_WORLD;SP_EUROPE_REIT;SP_MSCI_Comm_TR
2020;2;-0,0824;-0,0818;-0,0876;-0,1055;-0,0701;-0,0867;-0,1021;-0,0686;-0,0824;-0,0985;-0,0649;-0,0839;-0,0672;-0,0089;0,0658;0,021010039;0,001618093;0,0104;0,002085695;0,003303582;0,0271;0,0171;-0,008;-0,0708;-0,0708;-0,095009785;-0,085932717;-0,086774629;-0,0838924
2020;3;-0,1237;-0,1378;-0,1841;-0,2193;-0,151;-0,2186;-0,2493;-0,1836;-0,1237;-0,1466;-0,1053;-0,2627;-0,1611;-0,0744;0,0567;0,027168585;0,003074305;0,0101;0,004065455;0,005720915;-0,0551;-0,0059;-0,0997;-0,193;-0,2085;-0,147305013;-0,134694207;-0,26190828;-0,294253691
2020;4;0,1281;0,1325;0,1441;0,1273;0,1586;0,1465;0,1295;0,1646;0,1281;0,1069;0,151;0,1849;0,0809;0,0308;0,0181;0,001096198;0,00012445;0,0022;0,000150448;0,000164331;0,0528;0,0169;0,0387;0,0887;0,0906;0,056608091;0,108012675;0,042712226;-0,096715413
2020;5;0,0476;0,0538;0,071;0,0416;0,0965;0,0773;0,0473;0,1076;0,0476;0,028;0,0697;0,0604;0,048;0,0228;-0,0167;0,002095954;5,02617E-05;0,0038;-2,38E-06;-3,547E-05;0,0054;0,0054;0,0375;0,0174;0,0171;0,041673751;0,046295263;-0,025025602;0,163731084
2020;6;0,0198;0,0228;0,0195;0,0101;0,0276;0,0254;0,0207;0,0302;0,0198;-0,0097;0,0477;0,0698;0,0424;0,0188;0,004;9,44315E-05;0,000172248;0,0009;0,00017424;0,000229952;0,0234;0,007;0,0023;0,0244;0,0274;0,038779331;0,025097282;0,005842579;0,05090704
2020;7;0,0563;0,0564;0,0646;0,0534;0,0739;0,0449;0,0332;0,0573;0,0563;0,036;0,0761;0,0472;0,041;0,0357;0,0417;0,004099466;0,000240032;0,0018;0,000286513;0,000441863;0,0602;0,0155;0,0451;0,0356;0,0377;0,036851779;0,046868273;-0,008354001;0,037966065
2020;8;0,0718;0,0718;0,0315;0,0302;0,0321;0,0405;0,0461;0,0345;0,0718;0,0424;0,1012;0,0336;0,0431;0,0193;-0,0471;-0,004959241;8,53567E-05;0,0019;7,25995E-05;9,16745E-05;-0,0438;-0,0102;0,0057;0,0044;0,0033;0,038964583;0,065306367;0,002830064;0,045850978
2020;9;-0,0381;-0,0357;-0,0173;-0,0182;-0,0146;-0,0273;-0,0377;-0,0153;-0,0381;-0,0223;-0,0468;-0,013;-0,0196;-0,0057;0,0078;0,000327737;0,000112661;0,0006;0,000115437;0,00014137;-0,0016;0,0008;-0,0082;-0,0264;-0,0255;-0,033912492;-0,035936294;-0,054078887;-0,036393405
2020;10;-0,0267;-0,0216;-0,001;0,0063;-0,0075;0,02;0,0302;0,0086;-0,0267;-0,0206;-0,0327;-0,0038;-0,0221;0,0049;-0,0319;-0,00883056;0,000106797;-0,0006;0,000102334;0,000105503;-0,0143;-0,0061;0,0037;-0,0309;-0,0317;-0,057263622;-0,031405374;-0,038645667;-0,03574684
2020;11;0,1094;0,1219;0,1344;0,134;0,1347;0,1601;0,1769;0,1411;0,1094;0,1283;0,1053;0,2491;0,1293;0,0272;0,0153;0,001159191;0,000115562;0,0011;0,000122947;0,000157627;0,048;0,0111;0,0296;0,0967;0,0973;0,168809749;0,126571083;0,179200346;0,120405482
2020;12;0,0384;0,0445;0,0411;0,0348;0,0465;0,0738;0,0666;0,0826;0,0384;0,0361;0,0421;0,1017;0,0582;0,0246;-0,0095;-0,000642987;8,04453E-05;0,0008;9,51731E-05;6,59729E-05;-0,0015;0,0015;0,0121;0,0278;0,0276;0,04624777;0,041384081;0,031274864;0,059707317
2021;1;-0,0102;-0,0034;-0,0053;-0,0019;-0,0085;0,022;0,0208;0,0229;-0,0102;-0,0082;-0,0093;0,1561;-0,001;-0,0019;-0,0349;-0,005995338;0,000132115;0,0002;0,000138781;0,000177952;-0,029;-0,008;0,0003;0;-0,0016;-0,014899865;-0,010539976;-0,007537092;0,049441186
2021;2;0,0275;0,0319;0,0525;0,074;0,0327;0,0612;0,0877;0,0312;0,0276;0,0504;0,0077;0,1215;0,0232;-0,0069;-0,0562;-0,018625498;0,000103826;-0,0027;0,000126471;0,000176699;-0,0369;-0,0151;0,0002;0,0337;0,0306;0,022992069;0,024502844;0,004604437;0,105824077
2021;3;0,0437;0,0347;0,0236;0,0603;-0,0114;0,016;0,0517;-0,028;0,0437;0,0648;0,0164;0,0104;0,0169;-0,013;-0,0472;-0,014779366;8,13946E-05;0,0007;0,000106635;0,000157129;-0,0329;-0,0138;-0,0015;0,051;0,0543;0,027254555;0,031093435;0,024345238;-0,021540363
2021;4;0,0532;0,0514;0,0482;0,046;0,0502;0,0403;0,0416;0,0385;0,0532;0,0353;0,0693;-0,0157;0,0278;0,0132;0,0237;0,006488137;3,55768E-05;0,0016;4,20152E-05;9,27972E-05;0,0226;0,0095;0,0119;0,0797;0,0789;0,041015274;0,045191537;0,048114359;0,082305936
2021;5;0,0069;0,0043;0,0081;0,022;-0,0061;0,0006;0,0213;-0,0276;0,0069;0,0287;-0,0147;0,0479;0,0314;0,0085;0,0017;0,003739245;1,21834E-05;0,0013;1,86286E-05;5,65685E-05;0,0064;0,0024;0,0018;0,0076;0,0078;0,037219444;0,01256889;0,03099185;0,02521696
2021;6;0,0231;0,0253;0,0179;-0,0196;0,0559;0,0142;-0,0096;0,0475;0,0232;-0,012;0,0598;0,0299;-0,0046;-0,0162;0,039;0,000399591;-3,84991E-05;-0,0034;-5,03359E-05;-9,03416E-05;0,0369;0,0077;0,0101;0,0262;0,0274;-0,014889383;0,013953351;-0,012475801;0,042929315
2021;7;0,0238;0,0171;0,0128;0,0045;0,0201;-0,0145;-0,0163;-0,0118;0,0238;0,0101;0,0327;-0,0653;-0,0128;0,0044;0,036;0,012923738;3,99626E-05;0,0012;4,16184E-05;5,53494E-05;0,0232;0,0121;0,0051;0,0444;0,0401;0,017715173;0,017243345;0,060934437;0,015742594
2021;8;0,0303;0,0286;0,03;0,0315;0,0289;0,0197;0,0205;0,0183;0,0303;0,021;0,0362;0,0267;0,0173;-0,0028;-0,0023;-0,00444614;2,04678E-05;0,0001;4,59765E-05;5,08698E-05;-0,0037;-0,002;0,0051;0,0215;0,0214;0,012625598;0,02349174;0,031514654;-0,023017491
2021;9;-0,0466;-0,0449;-0,0417;-0,0369;-0,046;-0,0312;-0,0257;-0,038;-0,0466;-0,0399;-0,053;-0,0085;-0,0342;-0,0093;-0,0288;-0,012879057;3,84982E-05;-0,0018;4,75597E-05;3,9066E-05;-0,0205;-0,0091;-0,0016;-0,0566;-0,0573;-0,048516575;-0,042894602;-0,083544808;0,06033314
2021;10;0,0699;0,0671;0,0661;0,0426;0,087;0,049;0,0451;0,0538;0,0699;0,0547;0,0828;-0,0091;0,0261;-0,0085;0,02;-0,010028535;-1,4619E-05;-0,0037;-5,15E-06;-4,88306E-05;-0,0003;-0,0033;0,0703;0,0703;0,0692;0,043827254;0,055917241;0,038549245;0,057970601
